id,title,company_display_name,location_display,location_area,salary_min,salary_max,salary_is_predicted,contract_type,contract_time,category_label,created,description,redirect_url,search_query,search_location
5789989509,Lead Software Engineer - React,J.P. Morgan,"London, UK","UK, London",50379.57,50379.57,1,,,IT Jobs,2026-07-06T16:39:42Z,"hackajob is collaborating with J.P. Morgan to connect them with exceptional professionals for this role. Out of the successful launch of Chase in 2021, we’re a new team, with a new mission. We’re creating products that solve real world problems and put customers at the center - all in an environment that nurtures skills and helps you realize your potential. Our team is key to our success. We’re people-first. We value collaboration, curiosity and commitment. As a Lead Software Engineer at JPMorg…",https://www.adzuna.co.uk/jobs/land/ad/5789989509?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=495D2E63EEF15A07929685DF559CE5DF6F356D96,software engineer,London
5789989713,Staff Software Engineer - BPL,Barclays,"London, UK","UK, London",66424.85,66424.85,1,,,IT Jobs,2026-07-06T16:39:45Z,"hackajob is collaborating with Barclays to connect them with exceptional professionals for this role. A fantastic opportunity to join us as we create a standalone Payments Acquiring business embracing a fintech culture from our new London offices alongside our Brookfield partners. As a Staff Software Engineer, you’ll play a key role in improving how we build, deploy and run software. You’ll lead technical delivery, support and guide other engineers, and help establish practical standards that m…",https://www.adzuna.co.uk/jobs/land/ad/5789989713?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=3C86911E138F979A50395551E39EFB0ECE101FF3,software engineer,London
5805889335,Lead Software Engineering - C++,J.P. Morgan,"London, UK","UK, London",74370.67,74370.67,1,,,IT Jobs,2026-07-18T08:20:15Z,"hackajob is collaborating with J.P. Morgan to connect them with exceptional professionals for this role. JOB DESCRIPTION Join us to shape the future of electronic trading technology, where your expertise in C++ and hardware acceleration will make a global impact. You'll collaborate with talented engineers to deliver market-leading solutions that power high-speed trading across global markets. We value creativity, technical excellence, and a passion for continuous improvement. At JPMorganChase, …",https://www.adzuna.co.uk/jobs/land/ad/5805889335?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=3070278B359C0B5F2AC7047333C6037CB955EF0F,software engineer,London
5805889389,Principal Software Engineer (Hybrid),8th Light,"London, UK","UK, London",98192.23,98192.23,1,,,Engineering Jobs,2026-07-18T08:20:16Z,"hackajob is collaborating with 8th Light to connect them with exceptional professionals for this role. Principal Engineer Location : Waterloo, London, England, UK | Hybrid (1 day per week in office) Who We Are At 8th Light, we bring life to the best ideas. Founded in 2006 and headquartered in Chicago, we are a technology solutions consultancy that partners with organisations from early-stage startups to the world's largest companies. We take on hard software challenges and turn them into durabl…",https://www.adzuna.co.uk/jobs/land/ad/5805889389?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=66670CBA02BD9B0EE6C2C9A0B04E7AE1E7319548,software engineer,London
5802388947,Principal Software Engineer (London),8th Light,"London, UK","UK, London",95856.8,95856.8,1,,,Engineering Jobs,2026-07-16T08:12:19Z,"hackajob is collaborating with 8th Light to connect them with exceptional professionals for this role. Principal Engineer Location : Waterloo, London, England, UK | Hybrid (1 day per week in office) Who We Are At 8th Light, we bring life to the best ideas. Founded in 2006 and headquartered in Chicago, we are a technology solutions consultancy that partners with organisations from early-stage startups to the world's largest companies. We take on hard software challenges and turn them into durabl…",https://www.adzuna.co.uk/jobs/land/ad/5802388947?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=6D366493F8CD43D4A3296C9BDB1E281A459155C8,software engineer,London
5789988317,Senior/Principal Software Engineer,Gemba Advantage,"London, UK","UK, London",59694.32,59694.32,1,,,IT Jobs,2026-07-06T16:39:30Z,"hackajob is collaborating with Gemba Advantage to connect them with exceptional professionals for this role. block Please note: This role requires applicants to hold active, or recently active, SC or DV clearance. block This role also requires applicants to be willing to work on-site up to 4 days per week. block At Gemba Advantage, we build secure, user-centred digital products for critical public sector organisations across the UK. Our teams work on complex, high-impact systems, the kind that …",https://www.adzuna.co.uk/jobs/land/ad/5789988317?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=DD5453982BBDEBCDF831A963A1F2E65C32E23EDE,software engineer,London
5805889367,Lead Software Engineer (Hybrid),8th Light,"London, UK","UK, London",73167.05,73167.05,1,,,Engineering Jobs,2026-07-18T08:20:16Z,"hackajob is collaborating with 8th Light to connect them with exceptional professionals for this role. Lead Engineer Location : Waterloo, London, England, UK | Hybrid (1 day per week in office) Who We Are At 8th Light, we bring life to the best ideas. Founded in 2006 and headquartered in Chicago, we are a technology solutions consultancy that partners with organisations from early-stage startups to the world's largest companies. We take on hard software challenges and turn them into durable res…",https://www.adzuna.co.uk/jobs/land/ad/5805889367?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=CE4844D78BFF2EEA00668FF9482CF2ACCA49B200,software engineer,London
5789988604,Software Engineer III- React,J.P. Morgan,"London, UK","UK, London",50609.71,50609.71,1,,,IT Jobs,2026-07-06T16:39:33Z,"hackajob is collaborating with J.P. Morgan to connect them with exceptional professionals for this role. We know that people want great value combined with an excellent experience from a bank they can trust, so we launched our digital bank, Chase UK We know that people want great value combined with an excellent experience from a bank they can trust, so we launched our digital bank, Chase UK, to revolutionise mobile banking with seamless journeys that our customers love. We're already trusted b…",https://www.adzuna.co.uk/jobs/land/ad/5789988604?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=DDE5C23EB0B43B219A310D53B566F5312621072E,software engineer,London
5789988761,Software Engineer II - Applied AI,J.P. Morgan,"London, UK","UK, London",50902.61,50902.61,1,,,IT Jobs,2026-07-06T16:39:35Z,"hackajob is collaborating with J.P. Morgan to connect them with exceptional professionals for this role. JOB DESCRIPTION As a Software Engineer II - Applied AI in the AI/ML for Engineering team at JPMorganChase, you'll be at the forefront of AI innovation, combining cutting-edge techniques with unique data assets to optimise business decisions and automate processes. This role offers a unique blend of artificial intelligence and software engineering, allowing you to advance engineering processe…",https://www.adzuna.co.uk/jobs/land/ad/5789988761?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=7F788FCAC700DD417BA2CF0B7D7532E4DBEB9CDC,software engineer,London
5789988462,Senior Full Stack Software Engineer,Baringa Partners,"London, UK","UK, London",66765.39,66765.39,1,,,IT Jobs,2026-07-06T16:39:31Z,"hackajob is collaborating with Baringa Partners to connect them with exceptional professionals for this role. Our Solutions and AI Lab Team are looking for an experienced Senior Full Stack Software Engineer to join the team. Our Solutions & AI Labs (SAIL) practice focuses on helping clients control their data, turn them into actionable insights and better leverage them through the use of Machine Learning solutions directly embedded into businesses processes. We support clients across a number o…",https://www.adzuna.co.uk/jobs/land/ad/5789988462?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=84520313B46FB34044349A42A01B3629794223EC,software engineer,London
5795902401,Software Engineer - AI Platform & Agents,Moody's Corporation,"London, UK","UK, London",86458.95,86458.95,1,,,IT Jobs,2026-07-10T19:49:44Z,"hackajob is collaborating with Moody's Corporation to connect them with exceptional professionals for this role. At Moody's, we unite the brightest minds to turn today’s risks into tomorrow’s opportunities. We do this by striving to create an inclusive environment where everyone feels welcome to be who they are—with the freedom to exchange ideas, think innovatively, and listen to each other and customers in meaningful ways. Moody’s is transforming how the world sees risk. As a global leader in …",https://www.adzuna.co.uk/jobs/land/ad/5795902401?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=23BFBFD9D44B5385E778A12BAA15829723225E1A,software engineer,London
5789988753,Lead Software Engineer for COMMODITIES UK,J.P. Morgan,"London, UK","UK, London",52347.81,52347.81,1,,,IT Jobs,2026-07-06T16:39:35Z,"hackajob is collaborating with J.P. Morgan to connect them with exceptional professionals for this role. JOB DESCRIPTION We have an opportunity to impact your career and provide an adventure where you can push the limits of what's possible. As a Python Lead Software Engineer (Athena platform) at JPMorganChase within the Commodities Derisking Team, you are an integral part of an agile team that works to enhance, build, and deliver trusted market-leading technology products in a secure, stable, a…",https://www.adzuna.co.uk/jobs/land/ad/5789988753?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=F48F197EB09988A927E86A57B3BF8027CC146C59,software engineer,London
5789989540,Software Engineer III (Python & C#),LexisNexis,"London, UK","UK, London",48468.93,48468.93,1,,,IT Jobs,2026-07-06T16:39:43Z,"hackajob is collaborating with LexisNexis to connect them with exceptional professionals for this role. Software Engineer III (Python & C#) Excited to architect, build, and elevate complex systems? Do you thrive in solving challenging problems with Python and C#, while driving engineering excellence across teams? About the team: LexisNexis Intellectual Property, with 11,300 employees worldwide and serving customers in more than 150 countries, is part of RELX, a global provider of information-ba…",https://www.adzuna.co.uk/jobs/land/ad/5789989540?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=9B3071F8BE4F95591978F3A9C23C37B26A16AEFA,software engineer,London
5806940165,Software Engineer - Fincrime - Scam Prevention,Wise,"London, UK","UK, London",75709.02,75709.02,1,,,Engineering Jobs,2026-07-19T08:24:57Z,"hackajob is collaborating with Wise to connect them with exceptional professionals for this role. Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create…",https://www.adzuna.co.uk/jobs/land/ad/5806940165?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=D181090E161E55AA6D105FA61D9EC2D5EDD4C6E7,software engineer,London
5794392850,Lead Risk Software Engineer LDN,J.P. Morgan,"London, UK","UK, London",68958.5,68958.5,1,,,IT Jobs,2026-07-09T19:45:34Z,"hackajob is collaborating with J.P. Morgan to connect them with exceptional professionals for this role. JOB DESCRIPTION We are seeking an experienced Senior Python Developer to join our Athena Rates development team to work on Risk and PnL framework in Rates LOB. In this role, you will architect, design, develop, and integrate sophisticated solutions that support trading desks and back office functions across rates products. You will work at the intersection of technology and finance, deliveri…",https://www.adzuna.co.uk/jobs/land/ad/5794392850?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=28726F6461A16B1FF225E678722F2967086C9EAE,software engineer,London
5796621087,Senior Software Engineer - Marketing Platform,Wise,"London, UK","UK, London",67693.89,67693.89,1,,,Engineering Jobs,2026-07-11T07:54:07Z,"hackajob is collaborating with Wise to connect them with exceptional professionals for this role. Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create …",https://www.adzuna.co.uk/jobs/land/ad/5796621087?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=C6A65A8AAC72446B3C87A23EA5C101C77B97EB63,software engineer,London
5789988485,Senior Software Engineer II - Assets,Wise,"London, UK","UK, London",63669.17,63669.17,1,,,IT Jobs,2026-07-06T16:39:32Z,"hackajob is collaborating with Wise to connect them with exceptional professionals for this role. Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create…",https://www.adzuna.co.uk/jobs/land/ad/5789988485?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=8EC0503828AD85AFF917E70B254994E2FBF437BF,software engineer,London
5789988393,"Software Engineer, Agent (Arabic speaking)",Sierra,"London, UK","UK, London",53993.13,53993.13,1,,full_time,IT Jobs,2026-07-06T16:39:31Z,"hackajob is collaborating with Sierra to connect them with exceptional professionals for this role. About us At Sierra, we’re creating a platform to help businesses build better, more human customer experiences with AI. We are primarily an in-person company based in San Francisco, with growing offices in Atlanta, New York, London, Paris, Madrid, Munich, Singapore, Japan, and Sydney. We are guided by a set of values that are at the core of our actions and define our culture: Trust, Customer Obse…",https://www.adzuna.co.uk/jobs/land/ad/5789988393?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=7ABE3953ED3B4096CEEE83E3BA35C73A16D61121,software engineer,London
5789988612,Senior Software Engineer I - Receive,Wise,"London, UK","UK, London",67650.39,67650.39,1,,,IT Jobs,2026-07-06T16:39:33Z,"hackajob is collaborating with Wise to connect them with exceptional professionals for this role. Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create…",https://www.adzuna.co.uk/jobs/land/ad/5789988612?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=EAB89F3E375B8B2DDEAB3056BD71E88DED6981FE,software engineer,London
5796621079,"Senior Software Engineer, Business Pricing",Wise,"London, UK","UK, London",61119.48,61119.48,1,contract,,IT Jobs,2026-07-11T07:54:06Z,"hackajob is collaborating with Wise to connect them with exceptional professionals for this role. Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create…",https://www.adzuna.co.uk/jobs/land/ad/5796621079?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=88C58E415DD43CF05F4096FCC7838697ABCA8631,software engineer,London
5789989494,Software Engineer III- Global Banking Platform,J.P. Morgan,"London, UK","UK, London",69869.11,69869.11,1,,,IT Jobs,2026-07-06T16:39:42Z,"hackajob is collaborating with J.P. Morgan to connect them with exceptional professionals for this role. JOB DESCRIPTION Be an integral part of a team that's constantly pushing the envelope to enhance, build, and deliver top-notch technology products. As a Software Engineer III at JPMorgan Chase within the Global Banking Platform (GBP), you are an integral part of a team that works to enhance, build, and deliver trusted market-leading technology products in a secure, stable, and scalable way. W…",https://www.adzuna.co.uk/jobs/land/ad/5789989494?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=6F859D44979B8182322DEFE0D48564550ABA8CA8,software engineer,London
5789989605,Sr Lead Software Engineer COMMODITIES UK,J.P. Morgan,"London, UK","UK, London",54073.73,54073.73,1,,,IT Jobs,2026-07-06T16:39:43Z,"hackajob is collaborating with J.P. Morgan to connect them with exceptional professionals for this role. JOB DESCRIPTION Be an integral part of an agile team that's constantly pushing the envelope to enhance, build, and deliver top-notch technology products. As a Senior Lead Software Engineer - Base Metals / Front Office / Athena at JPMorgan Chase within the Commercial and Investment Banking - Base Metals - Commodities Tech team, you will be an integral part of an agile team that works to enhan…",https://www.adzuna.co.uk/jobs/land/ad/5789989605?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=5B3A8F05AEF6DA9FB9677735DFBE197504AFBDF7,software engineer,London
5789989296,Sr Lead Software Engineer - KDB / Q,J.P. Morgan,"London, UK","UK, London",76452.05,76452.05,1,,,IT Jobs,2026-07-06T16:39:40Z,"hackajob is collaborating with J.P. Morgan to connect them with exceptional professionals for this role. We have an opportunity to impact your career and provide an adventure where you can push the limits of what's possible. As a Lead Software Engineer at JPMorgan Chase within the Commercial & Investment Bank you are an integral part of an agile team that works to enhance, build, and deliver trusted market-leading technology products in a secure, stable, and scalable way. As a core technical co…",https://www.adzuna.co.uk/jobs/land/ad/5789989296?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=D4AE58F1F6835EFD55E3047C964ACB3AAE2CE6EE,software engineer,London
5789988504,Lead Software Engineer - FIXED INCOME UK,J.P. Morgan,"London, UK","UK, London",58395.75,58395.75,1,,,IT Jobs,2026-07-06T16:39:32Z,"hackajob is collaborating with J.P. Morgan to connect them with exceptional professionals for this role. JOB DESCRIPTION We have an opportunity to impact your career and provide an adventure where you can push the limits of what's possible. As a Lead Software Engineer at JPMorganChase within the Commercial and Investment Bank - Post Trade Technology Group, you are an integral part of an agile team that works to enhance, build, and deliver trusted market-leading technology products in a secure, …",https://www.adzuna.co.uk/jobs/land/ad/5789988504?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=904A5B6399BF75E28F1187614A38C5A23C18164A,software engineer,London
5789988826,UI Senior Lead Software Engineer - Commodities,J.P. Morgan,"London, UK","UK, London",60739,60739,1,,,IT Jobs,2026-07-06T16:39:35Z,"hackajob is collaborating with J.P. Morgan to connect them with exceptional professionals for this role. JOB DESCRIPTION Join Digital Markets Execution Technology (DMET) to shape the future of Execute, our front-office trading platform powering Markets businesses. As a Lead Software Engineer (UI), you will set front-end technical direction and lead hands-on delivery of a latency-sensitive, real-time user experience used directly by traders and sales. You will partner closely with business stake…",https://www.adzuna.co.uk/jobs/land/ad/5789988826?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=9794F442F68616B94D2C472B084C12C255E28B94,software engineer,London
5809635191,Senior Cyber Software Engineer/ Technical Lead,BAE Systems Digital Intelligence,"London, UK","UK, London",57343.28,57343.28,1,,,IT Jobs,2026-07-21T20:41:21Z,"hackajob is collaborating with BAE Systems Digital Intelligence to connect them with exceptional professionals for this role. Location(s): UK, Europe & Africa : UK : London BAE Systems Digital Intelligence is home to 4,500 digital, cyber and intelligence experts. We work collaboratively across 10 countries to collect, connect and understand complex data, so that governments, nation states, armed forces and commercial businesses can unlock digital advantage in the most demanding environments. Jo…",https://www.adzuna.co.uk/jobs/land/ad/5809635191?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=B59A36F6908CDFE547C4BF94F7A45070D0F7D41C,software engineer,London
5799595243,Senior Lead Software Engineer - React Native,J.P. Morgan,"London, UK","UK, London",57439.34,57439.34,1,,,IT Jobs,2026-07-14T08:08:30Z,"hackajob is collaborating with J.P. Morgan to connect them with exceptional professionals for this role. JOB DESCRIPTION We know that people want great value combined with an excellent experience from a bank they can trust, so we launched our digital bank, Chase UK, to revolutionize mobile banking with seamless journeys that our customers love. We're already trusted by millions in the US and we're quickly catching up in the UK - but how we do things here is a little different. We're building th…",https://www.adzuna.co.uk/jobs/land/ad/5799595243?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=B4D0B382FEF17E58D7E29E204D69A17180188858,software engineer,London
5797714549,Senior Software Engineer II - Wise for Enterprise,Wise,"London, UK","UK, London",83236.17,83236.17,1,,,IT Jobs,2026-07-12T07:56:12Z,"hackajob is collaborating with Wise to connect them with exceptional professionals for this role. Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create…",https://www.adzuna.co.uk/jobs/land/ad/5797714549?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=914A6F7CC2FF0A554DCE6B9643D74461C8AC889B,software engineer,London
5789988326,Senior Software Engineer I - Onboarding Experience,Wise,"London, UK","UK, London",55276.5,55276.5,1,,,Engineering Jobs,2026-07-06T16:39:30Z,"hackajob is collaborating with Wise to connect them with exceptional professionals for this role. Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create…",https://www.adzuna.co.uk/jobs/land/ad/5789988326?se=fGE_jQ6G8RGJg-uPs_L7lA&utm_medium=api&utm_source=c0698c3f&v=6051943434C19AB9E772AB1BD0C7DE44D601D89A,software engineer,London
